Sentence,Sentiment,cleaned_Sentence,Encoded_Sentiment,Sentiment_Polarity_Cleaned,Sentiment_Label_Cleaned,Sentiment_Label_Encoded
"$FAST $GWW   daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",negative,fast gww daily sales slowing pretty timely coincident indicator,0,0.15,positive,2
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",positive,result russia import restrictions finnish dairy companies canceled august,2,0.0,neutral,1
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,neutral,analysts surveyed thomson financial expected revenue million quarter,1,-0.05,negative,0
"20 October 2010   Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non recurring items , for the whole 2010 to be slightly lower than in 2009 .",neutral,october finnish environmental management company lassila tikanoja oyj hel latv lt said monday expects operating profit excluding non recurring items whole slightly lower,1,0.016666666666666677,positive,2
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",neutral,total number shares company innofactor group innofactor offers customers comprehensive solutions microsoft environment,1,0.05,positive,2
`` The new unit is a major investment in the Finnish media scene .,neutral,new unit major investment finnish media scene,1,0.09943181818181818,positive,2
Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,positive,yahoo stock bidding war picks company yhoo,2,0.0,neutral,1
"We know that it exists , '' Artemyev said .",neutral,know exists artemyev said,1,0.0,neutral,1
Long $ENDP @ $26.23 on $AGN b/o rumor,positive,long endp agn bo rumor,2,-0.05,negative,0
"Kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer customers .",positive,kesko pursues strategy healthy focused growth concentrating sales services consumer customers,2,0.5,positive,2
Timberrrr $TSLA https://t.co/MRBgfDHHVa,negative,timberrrr tsla,0,0.0,neutral,1
Return on capital employed rose by 4.8 percentage points to 19.6 % .,positive,return capital employed rose percentage points,2,0.6,positive,2
"The period end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",negative,period end cash cash equivalents totaled eur compared eur previous year,0,-0.16666666666666666,negative,0
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,neutral,special events three counties four months hosted library system nine branch libraries,1,0.35714285714285715,positive,2
EPS grew to 0.04 eur from 0.02 eur .,positive,eps grew eur eur,2,0.0,neutral,1
Net cash flow from operations is expected to remain positive .,positive,net cash flow operations expected remain positive,2,0.04242424242424242,positive,2
"( ADP News )   Nov 28 , 2008   Finnish power supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",positive,adp news nov finnish power supply solutions provider efore oyj omx efov announced today launch opus dc latest power system opus product line,2,0.5,positive,2
$AXP Looking for continuation with volume increase http://stks.co/c8sR,positive,axp looking continuation volume increase,2,0.0,neutral,1
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive,uponor improved performance spite decrease residential construction us,2,0.0,neutral,1
"These include software development for internet and mobile telephone content , communications , value added software , financial services , security applications , systems integration and electronics .",neutral,include software development internet mobile telephone content communications value added software financial services security applications systems integration electronics,1,0.0,neutral,1
$SPY extreme win today   2 cents above 2009  low on 10 year and $SPY up 2 percent   life is a bowl of cherries   great short setting up $$,negative,spy extreme win today cents low year spy percent life bowl cherries great short setting,0,0.29500000000000004,positive,2
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch screen models .",neutral,nokia shares hit euros friday percent start year part slow introduction touch screen models,1,-0.30000000000000004,negative,0
It will focus on improving its profitability next year by streamlining operations .,positive,focus improving profitability next year streamlining operations,2,0.0,neutral,1
At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,positive,time delighted fact able accomplish organization team members,2,0.6,positive,2
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral,server responsible managing devices user accounts desktop client application enables remote access mobile phones,1,0.05,positive,2
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",positive,earnings per share eps eur loss eur,2,0.0,neutral,1
"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",neutral,company transportation business conducted florida rock tank lines southeastern transportation company concentrating hauling motor carrier liquid dry bulk commodities,1,-0.06666666666666665,negative,0
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,neutral,ipad application joins iphone app part monster range mobile applications job hunting,1,0.0,neutral,1
Currently more than 100 of Global Fortune 500 companies are using SSH security solutions .,neutral,currently global fortune companies using ssh security solutions,1,0.0,neutral,1
10 February 2011   Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,positive,february finnish media company sanoma oyj hel saav said yesterday net profit almost tripled eur eur announced proposal raised payout,2,0.0,neutral,1
"Aberdeen AM posts H1 outflows, says conditions to remain challenging",negative,aberdeen posts h outflows says conditions remain challenging,0,0.5,positive,2
$AAPL  downgrade is bias. This stock is a buy.,positive,aapl downgrade bias stock buy,2,0.0,neutral,1
$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,positive,dnkn kkd dpz loco inside week buy triggers,2,0.0,neutral,1
"Operating profit , excluding non recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",negative,operating profit excluding non recurring items totalled eur mn eur mn corresponding period,0,0.0,neutral,1
$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,negative,ugaz cold put dent massive horizontal rig production knows,0,-0.3,negative,0
"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",positive,amrn full bull call spread ranging july jan lets see baby,2,0.35,positive,2
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",negative,aapl aapl finally breaking buybacks week look aapl test support area,0,0.0,neutral,1
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",neutral,recent interview financial times ft sampo board chairman bjorn wahlroos said pc certainly sale price set sek billion confirming earlier statements,1,0.05357142857142857,positive,2
